time, a, b, c
0.0,0.0,0.0,0.0
0.00025,-1.17165558789e-06,1.62077946118e-05,-1.5036139024e-05
0.0005,-5.82695297568e-06,4.93079740482e-05,-4.34810210725e-05
0.00075,-1.15075961649e-05,9.01550585741e-05,-7.86474624093e-05
0.001,-1.51027492734e-05,0.000131110183688,-0.000116007434459
0.00125,-1.37340198769e-05,0.000166961243231,-0.000153227223398
0.0015,-5.68133486922e-06,0.000195826332039,-0.000190144997081
0.00175,1.1243991338e-05,0.000215680025661,-0.000226924016999
0.002,3.57712050203e-05,0.000231455444677,-0.000267226649742
0.00225,6.56484928641e-05,0.000248563840444,-0.000314212333086
0.0025,9.83934512533e-05,0.000271630728577,-0.000370024179697
0.00275,0.00013131642298,0.000304591968714,-0.000435908391694
0.003,0.000160560404083,0.000352513880486,-0.000513074284925
0.00325,0.000184534025038,0.000415057494862,-0.000599591519901
0.0035,0.000202152915563,0.00049116618186,-0.000693319097778
0.00375,0.000212109129905,0.000580409028927,-0.000792518158832
0.004,0.000214205497429,0.000680445056744,-0.000894650554173
0.00425,0.000208989546024,0.000788156850007,-0.000997146396742
0.0045,0.000195847275108,0.000903393204688,-0.00109924047962
0.00475,0.000174063912795,0.00102609253325,-0.0012001564464
0.005,0.000143430577992,0.0011553028056,-0.00129873338324
0.00525,0.000102555796389,0.00129244280354,-0.00139499859984
0.0055,4.98429272966e-05,0.00143885153872,-0.00148869446548
0.00575,-1.5759378158e-05,0.00159441532332,-0.00157865594588
0.006,-9.51711662367e-05,0.00175880743374,-0.00166363626732
0.00625,-0.000189812233486,0.0019325249518,-0.00174271271902
0.0065,-0.000299929411796,0.00211366124852,-0.00181373183636
0.00675,-0.00042554611781,0.00230029953414,-0.00187475341704
0.007,-0.000566817272585,0.00249109436155,-0.00192427708896
0.00725,-0.000723636173916,0.00268436652746,-0.00196073035283
0.0075,-0.000895162910552,0.00287739905005,-0.0019822361395
0.00775,-0.00108123558888,0.0030692432361,-0.0019880076465
0.008,-0.00128152842862,0.00325867041511,-0.0019771419872
0.00825,-0.00149527829354,0.00344380454749,-0.00194852625413
0.0085,-0.00172188826459,0.00362337800937,-0.00190148974468
0.00875,-0.00196099327134,0.00379666114014,-0.00183566786944
0.009,-0.00221152719142,0.00396161789666,-0.00175009070489
0.00925,-0.00247235647457,0.00411645795992,-0.001644101485
0.0095,-0.00274252348653,0.00425995081059,-0.00151742732442
