time, a, b, c
0.0,0.0,0.0,0.0
0.00025,0.000519150572198,-0.00099645192945,0.000477301357252
0.0005,0.00192157366539,-0.00335869408176,0.00143712041638
0.00075,0.00400899864404,-0.00638278706336,0.00237378841933
0.001,0.00669801452936,-0.00974680320185,0.00304878867249
0.00125,0.00962210874804,-0.0126679083239,0.0030457995759
0.0015,0.0123416435593,-0.0144427681427,0.00210112458339
0.00175,0.0147711442946,-0.0151989835153,0.000427839220641
0.002,0.016858986078,-0.0150646710987,-0.00179431497934
0.00225,0.0184857097207,-0.0140232818496,-0.0044624278711
0.0025,0.0197957825319,-0.0125582288808,-0.00723755365111
0.00275,0.0210298078145,-0.0111852441953,-0.0098445636192
0.003,0.0222084578998,-0.00988980709853,-0.0123186508012
0.00325,0.0233865499625,-0.00874218506218,-0.0146443649003
0.0035,0.0247076654483,-0.0079427296153,-0.016764935833
0.00375,0.0260784472179,-0.0072033752213,-0.0188750719965
0.004,0.0273377061754,-0.00619962952966,-0.0211380766457
0.00425,0.0284821006023,-0.00497398553986,-0.0235081150624
0.0045,0.0294155720618,-0.00337784009342,-0.0260377319683
0.00475,0.029960320661,-0.00116168242088,-0.02879863824
0.005,0.0301371334601,0.0014929744887,-0.0316301079488
0.00525,0.0299837132109,0.0044298394356,-0.0344135526464
0.0055,0.0294316866251,0.00772078326327,-0.0371524698883
0.00575,0.0285286482501,0.011195778667,-0.039724426917
0.006,0.0273842345303,0.0146212669722,-0.0420055015024
0.00625,0.0259665259306,0.0180815794757,-0.0440481054062
0.0065,0.0242642587859,0.0215877765211,-0.0458520353069
0.00675,0.0223474417653,0.0250019667156,-0.0473494084807
0.007,0.0201835826558,0.0284121167473,-0.0485956994029
0.00725,0.017702572531,0.0319404033915,-0.0496429759224
0.0075,0.0149431083225,0.035476009709,-0.0504191180315
0.00775,0.0119118578316,0.0390002637177,-0.0509121215492
0.008,0.00855408307724,0.0426019999406,-0.0511560830177
0.00825,0.00491161030292,0.0461641510754,-0.0510757613782
0.0085,0.00104923726518,0.0495612519515,-0.0506104892166
0.00875,-0.00304795622864,0.0528405048841,-0.0497925486554
0.009,-0.00734659733855,0.0559392811642,-0.0485926838255
0.00925,-0.0117621028908,0.0587191234245,-0.0469570205336
0.0095,-0.0162890873787,0.0612202233471,-0.0449311359683
0.00975,-0.0209210251369,0.0634614694598,-0.0425404443228
0.01,-0.0255872774024,0.0653387069657,-0.0397514295633
0.01025,-0.0302649997643,0.066863510001,-0.0365985102366
0.0105,-0.0349627331329,0.0680948059964,-0.0331320728635
0.01075,-0.0396220261825,0.0689508567015,-0.029328830519
0.011,-0.0441955234963,0.0693942578036,-0.0251987343073
0.01125,-0.0486821212833,0.0694776854658,-0.0207955641825
0.0115,-0.053034185977,0.0691509276357,-0.0161167416588
0.01175,-0.0571849083578,0.0683448132147,-0.0111599048569
0.012,-0.0611204363553,0.067104113733,-0.0059836773777
0.01225,-0.0648094500251,0.0654259558088,-0.000616505783754
0.0125,-0.0681864428989,0.0632485536347,0.00493788926409
0.01275,-0.0712292228994,0.0606074303627,0.0106217925366
0.013,-0.0739258494463,0.0575452259279,0.0163806235182
0.01325,-0.0762243842247,0.054022584766,0.0222017994586
0.0135,-0.0780964694799,0.0500581364109,0.0280383330687
0.01375,-0.079541509334,0.0457162302965,0.0338252790373
0.014,-0.0805243846729,0.0409833299007,0.0395410547719
0.01425,-0.0810125273801,0.0358599693398,0.04515255804
0.0145,-0.0810089077317,0.0304140195828,0.0505948881486
0.01475,-0.0804973409464,0.0246625711616,0.0558347697846
0.015,-0.0794483352962,0.0186003281806,0.0608480071153
0.01525,-0.0778674523329,0.0122922856122,0.0655751667204
0.0155,-0.0757585920802,0.00578616810959,0.0699724239703
0.01575,-0.0731048760574,-0.000914352606284,0.0740192286634
0.016,-0.0699147009682,-0.00775359042929,0.0776682913972
0.01625,-0.0662101385663,-0.0146616138651,0.0808717524311
0.0165,-0.0619912839417,-0.021620938432,0.0836122223733
0.01675,-0.0572705343901,-0.0285883880247,0.0858589224145
0.017,-0.0520822864838,-0.0354869394328,0.0875692259163
0.01725,-0.0464450350635,-0.0422833170739,0.0887283521372
0.0175,-0.0403764873588,-0.0489465358488,0.0893230232073
0.01775,-0.0339187873862,-0.0554031514642,0.0893219388501
0.018,-0.027107583402,-0.0616059253353,0.088713508737
0.01825,-0.0199689019871,-0.067530359406,0.0874992613928
0.0185,-0.0125494313714,-0.0731144096251,0.0856638409962
0.01875,-0.00489919942281,-0.078301702233,0.0832009016556
0.019,0.00294559790472,-0.083069858296,0.0801242603911
0.01925,0.0109361398527,-0.087373092822,0.0764369529691
0.0195,0.0190131685293,-0.091154565665,0.0721413971356
0.01975,0.0271308903241,-0.0943925447531,0.0672616544289
0.02,0.0352400205387,-0.0970594884806,0.0618194679418
0.02025,0.0432778505211,-0.0991074062661,0.055829555745
0.0205,0.0511911118071,-0.100515584738,0.0493244729311
0.02075,0.0589313137088,-0.101273946145,0.0423426324358
0.021,0.066437442408,-0.101350026315,0.0349125839074
0.02125,0.0736527169908,-0.100726802811,0.0270740858203
0.0215,0.0805304429328,-0.0994085636414,0.0188781207086
0.02175,0.0870159178003,-0.0973830100299,0.0103670922296
0.022,0.093053644011,-0.0946405356413,0.00158689163041
0.02225,0.0986004249695,-0.0911972019996,-0.00740322296967
0.0225,0.103610973103,-0.0870618112235,-0.016549161879
0.02275,0.108036313098,-0.0822365489161,-0.0257997641815
0.023,0.111838927316,-0.0767469249522,-0.0350920023631
0.02325,0.114985244978,-0.0706217987516,-0.0443634462266
0.0235,0.117437346521,-0.0638786413026,-0.0535587052182
0.02375,0.119166142774,-0.0565515438106,-0.062614598963
0.024,0.120151158685,-0.048686194273,-0.0714649644117
0.02425,0.120369189246,-0.0403168989566,-0.0800522902895
0.0245,0.119802630557,-0.0314858031446,-0.0883168274119
0.02475,0.11844517861,-0.0222509602963,-0.0961942183128
0.025,0.116290827541,-0.0126626604239,-0.103628167117
0.02525,0.113336051129,-0.00277059318774,-0.110565457941
0.0255,0.109588799737,0.00735970305115,-0.116948502787
0.02575,0.105060692563,0.0176651852696,-0.122725877832
0.026,0.0997639235293,0.0280893951576,-0.127853318686
0.02625,0.0937204785073,0.0385638709224,-0.132284349429
0.0265,0.0869590735912,0.0490172439901,-0.135976317581
0.02675,0.0795085089481,0.0593875120339,-0.138896020981
0.027,0.0714047402483,0.0696064914615,-0.141011231709
0.02725,0.0626920137243,0.079599876615,-0.142291890339
0.0275,0.0534152581638,0.0893026708744,-0.142717929038
0.02775,0.0436234823243,0.0986505006384,-0.142273982962
0.028,0.033373898598,0.107572165024,-0.140946063622
0.02825,0.0227252314679,0.116003825932,-0.138729057399
0.0285,0.0117374395662,0.123887727995,-0.13562516756
0.02875,0.000477140828521,0.13116112811,-0.131638268938
0.029,-0.0109865814276,0.137765805732,-0.126779224305
0.02925,-0.0225855224261,0.14365321646,-0.121067694033
0.0295,-0.034247358704,0.148773420616,-0.114526061911
0.02975,-0.0458967176679,0.153078479654,-0.107181761986
0.03,-0.0574601035544,0.156531390797,-0.099071287242
0.03025,-0.0688627479453,0.159097928335,-0.0902351803892
0.0305,-0.0800273477249,0.160744611342,-0.0807172636172
0.03075,-0.0908791743561,0.161448483821,-0.0705693094652
0.031,-0.101345378672,0.161193523796,-0.0598481451243
0.03125,-0.111352014285,0.159964351533,-0.0486123372481
0.0315,-0.120828002372,0.157754174259,-0.0369261718876
0.03175,-0.12970654889,0.154565657523,-0.0248591086333
0.032,-0.137921841985,0.150403388253,-0.0124815462688
0.03225,-0.145411077852,0.145278150438,0.000132927413934
0.0325,-0.152117388789,0.139211290955,0.0129060978333
0.03275,-0.157987226994,0.132227827146,0.0257593998472
0.033,-0.162970368357,0.124356987544,0.0386133808123
0.03325,-0.167023258877,0.115638073228,0.0513851856484
0.0335,-0.170107720447,0.10611587996,0.0639918404867
0.03375,-0.17218958481,0.095837832263,0.0763517525467
0.034,-0.173241680956,0.0848595022902,0.0883821786657
0.03425,-0.173244259348,0.0732430639461,0.100001195401
0.0345,-0.172182585726,0.0610522814004,0.111130304325
0.03475,-0.170048564697,0.0483562061488,0.121692358547
0.035,-0.166842260734,0.0352303071767,0.131611953557
0.03525,-0.162569661728,0.0217512942594,0.140818367468
0.0355,-0.157242992327,0.00799841195344,0.149244580373
0.03575,-0.150882679677,-0.00594364342916,0.156826323105
0.036,-0.143515779581,-0.0199891082419,0.163504887822
0.03625,-0.135175128375,-0.0340520447395,0.169227173114
0.0365,-0.125901302891,-0.0480427499858,0.173944052877
0.03675,-0.115741811073,-0.0618704995135,0.177612310586
0.037,-0.104749392092,-0.0754464679266,0.180195860018
0.03725,-0.0929831495286,-0.0886809272815,0.181664076809
0.0375,-0.0805086156109,-0.101484146458,0.181992762069
0.03775,-0.0673958100346,-0.113770430326,0.18116624036
0.038,-0.0537193517656,-0.125456336188,0.179175687954
0.03825,-0.0395589447922,-0.136459699846,0.176018644638
0.0385,-0.0249978072528,-0.146703315076,0.171701122328
0.03875,-0.0101220919098,-0.156114701699,0.166236793608
0.039,0.0049783172017,-0.164624010683,0.159645693481
0.03925,0.0202110705288,-0.172166778668,0.151955708138
0.0395,0.0354824860966,-0.178685188471,0.143202702374
0.03975,0.0506965996362,-0.184125605124,0.133429005488
0.04,0.0657559581405,-0.188440025798,0.122684067657
0.04025,0.0805633979789,-0.191588389149,0.11102499117
0.0405,0.0950219085277,-0.19353681997,0.098514911442
0.04075,0.109035022741,-0.194257665863,0.0852226431223
0.041,0.122508911298,-0.193732362134,0.071223450836
0.04125,0.135352822528,-0.191950618774,0.0565977962463
0.0415,0.147478617192,-0.188908657019,0.0414300398273
0.04175,0.158802250617,-0.184611384871,0.0258091342544
0.042,0.169244542939,-0.179072633518,0.00982809057957
0.04225,0.178730485068,-0.172313023786,-0.00641746128201
0.0425,0.187190054627,-0.164361000296,-0.0228290543307
0.04275,0.194559522567,-0.155253888775,-0.0393056337914
0.043,0.200780720914,-0.145036175612,-0.0557445453017
0.04325,0.205801298448,-0.133759497789,-0.072041800659
0.0435,0.209576262275,-0.121483859409,-0.0880924028659
0.04375,0.21206787955,-0.10827619879,-0.103791680759
0.044,0.213245519087,-0.0942092713636,-0.119036247723
0.04425,0.213087344829,-0.0793627183772,-0.133724626451
0.0445,0.211580531821,-0.0638221471688,-0.147758384651
0.04475,0.208719929561,-0.0476771493375,-0.161042780222
0.045,0.204509089107,-0.0310219738246,-0.173487115282
0.04525,0.198960816885,-0.0139554951123,-0.185005321772
0.0455,0.192095974313,0.00342056280522,-0.195516537118
0.04575,0.183943586736,0.0210015936481,-0.204945180384
0.046,0.174541714851,0.0386798862786,-0.213221601129
0.04625,0.163936591468,0.0563458747657,-0.220282466233
0.0465,0.152182381427,0.0738884326798,-0.226070814106
0.04675,0.139341715035,0.0911949684039,-0.230536683438
0.047,0.12548495201,0.108152892781,-0.23363784479
0.04725,0.110689108788,0.124651074184,-0.235340182971
0.0475,0.0950382045997,0.14058040218,-0.235618606779
0.04775,0.0786222281212,0.155834786089,-0.234457014209
0.048,0.061535674346,0.170312343881,-0.231848018226
0.04825,0.0438776510499,0.183915842326,-0.227793493375
0.0485,0.0257516239152,0.196552922243,-0.222304546158
0.04875,0.00726435466256,0.208136846953,-0.215401201615
0.049,-0.0114739883379,0.218586639526,-0.207112651187
0.04925,-0.0303497511125,0.227827210625,-0.197477459512
0.0495,-0.0492467600949,0.235789881492,-0.186543121396
0.04975,-0.0680459546402,0.242412470662,-0.174366516022
0.05,-0.0866259602887,0.247639682463,-0.161013722174
0.05025,-0.104345809697,0.250427630001,-0.146081820304
0.0505,-0.120720267032,0.25036755195,-0.129647284919
0.05075,-0.135825568745,0.24812809909,-0.112302530345
0.051,-0.1496260529,0.244005137105,-0.0943790842054
0.05125,-0.162375724104,0.238768778155,-0.0763930540516
0.0515,-0.17440796668,0.233120444471,-0.0587124777913
0.05175,-0.185708336341,0.226940048685,-0.0412317123448
0.052,-0.196237968639,0.220120948013,-0.0238829793741
0.05225,-0.206033253117,0.212711996174,-0.00667874305671
0.0525,-0.214871853301,0.204270590669,0.0106012626318
0.05275,-0.222441516349,0.194332967341,0.0281085490083
0.053,-0.228655587371,0.182978173502,0.0456774138682
0.05325,-0.233396965624,0.170208317591,0.0631886480321
0.0535,-0.236466800404,0.155904666164,0.0805621342397
0.05375,-0.237912878311,0.140446756594,0.0974661217164
0.054,-0.237860408923,0.124256142456,0.113604266466
0.05425,-0.236288765856,0.107391871645,0.12889689421
0.0545,-0.233283289254,0.0901097714297,0.143173517823
0.05475,-0.229021677671,0.0727683591336,0.156253318536
0.055,-0.223492587854,0.0552944276979,0.168198160156
0.05525,-0.216677371933,0.0376409219886,0.179036449943
0.0555,-0.208671326616,0.0199897139371,0.188681612678
0.05575,-0.199462295483,0.00228342784904,0.197178867633
0.056,-0.18898811862,-0.0155900787333,0.204578197352
0.05625,-0.177342352926,-0.0334112235357,0.210753576461
0.0565,-0.164611840391,-0.051021469261,0.215633309651
0.05675,-0.150815253084,-0.0684032917647,0.219218544848
0.057,-0.136084361533,-0.0853110050621,0.221395366594
0.05725,-0.120595105934,-0.101470213564,0.222065319497
0.0575,-0.104418608968,-0.116851309757,0.221269918724
0.05775,-0.0876607767035,-0.131346051916,0.219006828618
0.058,-0.0704903503217,-0.144752832652,0.215243182973
0.05825,-0.0529803518866,-0.157088638881,0.210068990766
0.0585,-0.0351830962177,-0.168387674742,0.203570770959
0.05875,-0.0172341995486,-0.178516827504,0.195751027052
0.059,0.000774278959774,-0.187456267912,0.186681988951
0.05925,0.0187951625495,-0.195263748345,0.176468585795
0.0595,0.0366945507353,-0.201819784267,0.165125233531
0.05975,0.0543319492045,-0.207029256361,0.152697307156
0.06,0.0716260924555,-0.210926283408,0.139300190952
0.06025,0.0884467963621,-0.213438636595,0.124991840233
0.0605,0.104635094194,-0.214459259264,0.109824165069
0.06075,0.120105275467,-0.214036735937,0.0939314604698
0.061,0.134769673885,-0.212190985022,0.0774213111364
0.06125,0.148504106006,-0.208867158534,0.060363052528
0.0615,0.16124056876,-0.204127902755,0.0428873339943
0.06175,0.172938763953,-0.198066875415,0.0251281114622
0.062,0.18351230326,-0.190673788437,0.00716148517735
0.06225,0.192898026235,-0.181995636774,-0.0109023894607
0.0625,0.201072482528,-0.172147078029,-0.0289254044983
0.06275,0.207974803517,-0.161153715513,-0.0468210880035
0.063,0.213540177717,-0.149043914033,-0.0644962636838
0.06325,0.217751801746,-0.135938796883,-0.0818130048623
0.0635,0.220579323518,-0.121911525991,-0.0986677975266
0.06375,0.221976046266,-0.107000009503,-0.114976036762
0.064,0.221942382979,-0.0913302683634,-0.130612114614
0.06425,0.220489926371,-0.0750226542199,-0.14546727215
0.0645,0.217608825631,-0.0581374368228,-0.159471388807
0.06475,0.213321797588,-0.0407923809282,-0.172529416659
0.065,0.207677090907,-0.023132204484,-0.184544886422
0.06525,0.2006998748,-0.005234946539,-0.19546492826
0.0655,0.19242814,0.0128004056388,-0.205228545637
0.06575,0.182931159393,0.030827894786,-0.213759054178
0.066,0.172263277245,0.048752136353,-0.221015413598
0.06625,0.160476088407,0.0664896576893,-0.226965746095
0.0665,0.147654038124,0.0839022333522,-0.231556271475
0.06675,0.133879853495,0.100877294998,-0.234757148493
0.067,0.119224754259,0.11733696804,-0.236561722298
0.06725,0.103785624834,0.133161244138,-0.236946868971
0.0675,0.087668969998,0.148232274855,-0.235901244852
0.06775,0.0709645037594,0.162480787777,-0.233445291536
0.068,0.0537747347043,0.175817172922,-0.229591907625
0.06825,0.0362170672908,0.188136709745,-0.224353777035
0.0685,0.0183928123666,0.199381044735,-0.217773857101
0.06875,0.000403745882964,0.209494189982,-0.209897935865
0.069,-0.0176310732598,0.21839435342,-0.200763280159
0.06925,-0.035602361057,0.226032956784,-0.190430595727
0.0695,-0.0534089111491,0.232381720306,-0.178972809156
0.06975,-0.07093332506,0.237386032066,-0.166452707006
0.07,-0.0880603189146,0.241007771399,-0.152947452484
0.07025,-0.104688684316,0.243240861761,-0.138552177445
0.0705,-0.120709849755,0.244063450888,-0.123353601133
0.07075,-0.136014637113,0.243456621802,-0.107441984689
0.071,-0.150512663092,0.241437649766,-0.0909249866734
0.07125,-0.164116623514,0.238020935627,-0.0739043121131
0.0715,-0.176737553886,0.233212777081,-0.0564752231951
0.07175,-0.18830400605,0.227049472867,-0.0387454668173
0.072,-0.198754731293,0.219576536287,-0.0208218049944
0.07225,-0.208025107453,0.210826037422,-0.00280092996957
0.0725,-0.2160615012,0.20085101847,0.0152104827294
0.07275,-0.222822621511,0.18972422451,0.033098397001
0.073,-0.228263346902,0.177508929933,0.0507544169693
0.07325,-0.232343262022,0.164279616808,0.068063645214
0.0735,-0.235037202393,0.150134709145,0.0849024932476
0.07375,-0.236323362963,0.135166280877,0.101157082085
0.074,-0.236185257362,0.119464271194,0.116720986166
0.07425,-0.234625430799,0.103137315477,0.131488115322
0.0745,-0.231656328509,0.0862903762715,0.145365952237
0.07475,-0.227293091118,0.06901541202,0.158277679097
0.075,-0.221564114123,0.0514136765516,0.170150437571
0.07525,-0.214507041223,0.0335863903679,0.180920650854
0.0755,-0.206158496036,0.015619392584,0.190539103451
0.07575,-0.196563650202,-0.00239428822118,0.198957938422
0.076,-0.185781662626,-0.0203469695618,0.206128632187
0.07625,-0.173878074075,-0.0381306395385,0.212008713612
0.0765,-0.160929197656,-0.0556263618809,0.216555559536
0.07675,-0.147027030044,-0.0726983268474,0.21972535689
0.077,-0.132268659758,-0.0892170133739,0.221485673131
0.07725,-0.116751867386,-0.105065001935,0.22181686932
0.0775,-0.100580159756,-0.12012799657,0.220708156325
0.07775,-0.0838565746734,-0.13430833023,0.218164904903
0.078,-0.0666785955831,-0.14753137124,0.214209966822
0.07825,-0.0491445371476,-0.15972897119,0.208873508337
0.0785,-0.031354077891,-0.17083924238,0.20219332027
0.07875,-0.0134039095711,-0.180813919626,0.194217829196
0.079,0.00460618327611,-0.189604984489,0.184998801213
0.07925,0.0225693360569,-0.197159702618,0.174590366561
0.0795,0.0403760099114,-0.203432086343,0.163056076431
0.07975,0.0579119039694,-0.208379194654,0.150467290684
0.08,0.0750563648429,-0.211956192309,0.136899827466
0.08025,0.0916902865385,-0.214129197233,0.122438910694
0.0805,0.107700701786,-0.214879008885,0.107178307099
0.08075,0.122979470065,-0.214193698458,0.0912142283931
0.081,0.137428000955,-0.212074658703,0.0746466577482
0.08125,0.150960543966,-0.208541251395,0.0575807074285
0.0815,0.163499945262,-0.203621336204,0.0401213909418
0.08175,0.174975954491,-0.197349183103,0.0223732286127
0.082,0.185327032927,-0.189770734111,0.00444370118415
0.08225,0.194496692993,-0.180937540548,-0.0135591524441
0.0825,0.20243097305,-0.170902547665,-0.0315284253839
0.08275,0.20908183737,-0.159726736648,-0.0493551007214
0.083,0.214407003853,-0.147478977306,-0.0669280265469
0.08325,0.218368476538,-0.134231277828,-0.0841371987092
0.0835,0.220936494972,-0.120063317733,-0.100873177238
0.08375,0.222091871451,-0.105064574463,-0.117027296987
0.084,0.221824104208,-0.0893281896039,-0.132495914603
0.08425,0.220132980396,-0.0729515119647,-0.14718146843
0.0845,0.217030861156,-0.056039043896,-0.160991817259
0.08475,0.212539733634,-0.0386972516824,-0.173842481951
0.085,0.206689162638,-0.021031979773,-0.185657182864
0.08525,0.199518212799,-0.00315243396142,-0.196365778837
0.0855,0.19107366022,0.0148310939094,-0.205904754128
0.08575,0.181407668463,0.0328104892103,-0.214218157672
0.086,0.17057942013,0.050676838527,-0.221256258656
0.08625,0.158655883889,0.0683195029739,-0.226975386862
0.0865,0.145709838414,0.0856296516891,-0.231339490103
0.08675,0.131820585526,0.102499577761,-0.234320163286
0.087,0.117074957423,0.118821558679,-0.235896516102
0.08725,0.10156501749,0.134491868678,-0.236056886167
0.0875,0.0853872825431,0.149412542591,-0.234799825133
0.08775,0.0686431403061,0.163489837612,-0.232132977918
